time,open,high,low,close,volume
2025-06-13T11:00:00+00:00,1.7158,1.7158,1.7157,1.7158,184858575
2025-06-13T12:00:00+00:00,1.7158,1.7158,1.7157,1.7158,115702606
2025-06-13T13:00:00+00:00,1.7158,1.7158,1.7157,1.7157,115080601
2025-06-13T14:00:00+00:00,1.7158,1.7158,1.7157,1.7157,463202090
2025-06-13T15:00:00+00:00,1.7158,1.7158,1.7157,1.7158,106289611
2025-06-13T16:00:00+00:00,1.7158,1.7158,1.7157,1.7158,126976361
2025-06-13T17:00:00+00:00,1.7158,1.7158,1.7157,1.7158,64163773
2025-06-13T18:00:00+00:00,1.7158,1.7158,1.7157,1.7158,52030457
2025-06-13T19:00:00+00:00,1.7158,1.7158,1.7157,1.7158,130119861
2025-06-13T20:00:00+00:00,1.7157,1.7158,1.7157,1.7158,754290075
2025-06-16T03:00:00+00:00,1.7166000000000001,1.7166000000000001,1.7166000000000001,1.7166000000000001,1095707
2025-06-16T04:00:00+00:00,1.7167,1.7167,1.7166000000000001,1.7167,103452802
2025-06-16T05:00:00+00:00,1.7167,1.7167,1.7166000000000001,1.7167,77006311
2025-06-16T06:00:00+00:00,1.7166000000000001,1.7167,1.7166000000000001,1.7167,199679554
2025-06-16T07:00:00+00:00,1.7167,1.7167,1.7166000000000001,1.7167,666941398
2025-06-16T08:00:00+00:00,1.7167,1.7167,1.7166000000000001,1.7167,357123051
2025-06-16T09:00:00+00:00,1.7167,1.7167,1.7166000000000001,1.7167,243972635
2025-06-16T10:00:00+00:00,1.7167,1.7167,1.7166000000000001,1.7167,364401066
2025-06-16T11:00:00+00:00,1.7167,1.7167,1.7166000000000001,1.7166000000000001,243823388
2025-06-16T12:00:00+00:00,1.7167,1.7167,1.7166000000000001,1.7166000000000001,285562307
2025-06-16T13:00:00+00:00,1.7167,1.7167,1.7166000000000001,1.7167,306189420
2025-06-16T14:00:00+00:00,1.7167,1.7167,1.7166000000000001,1.7167,543716933
2025-06-16T15:00:00+00:00,1.7167,1.7167,1.7166000000000001,1.7166000000000001,329465261
2025-06-16T16:00:00+00:00,1.7166000000000001,1.7167,1.7166000000000001,1.7167,247177103
2025-06-16T17:00:00+00:00,1.7167,1.7167,1.7166000000000001,1.7167,134876938
